"gender","Dependents","tenure","PhoneService","MultipleLines","InternetService","StreamingTV","StreamingMovies","Contract","PaymentMethod","MonthlyCharges","TotalCharges","DailyCharges","Churn"
"Male","No",2,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",94,181.7,18.8,"Yes"
"Female","No",12,"Yes","Yes","Fiber optic","No","No","Month-to-month","Bank transfer (automatic)",80.05,1345.65,16.01,"No"
"Male","No",50,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",95.7,4816.7,19.14,"Yes"
"Female","Yes",15,"Yes","Yes","DSL","No","No","Month-to-month",NA,55,757.1,11,"Yes"
"Male","No",40,"No","No phone service","No","No internet service","No internet service","One year","Credit card (automatic)",36,1382.9,7.2,"No"
"Female","No",35,"Yes","No","DSL","No",NA,"One year","Credit card (automatic)",55.6,1415.425,11.12,"No"
"Male","Yes",44,"No","No phone service","DSL","Yes","Yes","One year","Credit card (automatic)",60,1682.05,12,"No"
"Female","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","One year","Electronic check",106.5,7397,21.3,"No"
"Female","Yes",1,"Yes","No","DSL","No","No","Month-to-month","Electronic check",54.5,1415.425,10.9,"No"
"Male","No",69,"Yes","Yes","Fiber optic","No",NA,"Month-to-month","Bank transfer (automatic)",95.35,6382,19.07,"No"
"Male","Yes",12,"Yes","Yes","Fiber optic","No","No","Month-to-month",NA,74.85,485.25,14.97,"No"
"Female","No",42,"Yes","No","DSL",NA,"Yes","Two year","Credit card (automatic)",66.5,2762.75,13.3,"No"
"Male","No",56,"Yes",NA,"Fiber optic","Yes","Yes","One year","Credit card (automatic)",70.3,6068.65,14.05,"No"
"Male","Yes",35,"Yes","No",NA,"Yes","Yes","Month-to-month",NA,76.05,2747.2,15.21,"No"
"Female","No",22,"Yes","No","DSL",NA,"No","One year","Bank transfer (automatic)",65.25,1415.425,13.05,"No"
"Female","No",29,"Yes","No",NA,"Yes","No",NA,"Bank transfer (automatic)",91.3,4126.35,18.26,"No"
"Female","Yes",3,"No","No phone service","DSL","No","No","Month-to-month","Credit card (automatic)",29.7,91.7,5.94,"Yes"
"Male","No",70,"Yes","Yes","No","No internet service","No internet service","Two year","Bank transfer (automatic)",25.15,1415.425,5.03,"No"
"Female","No",48,"Yes","No","Fiber optic","No","No","One year","Electronic check",75.15,3772.65,15.03,"No"
"Male","Yes",15,"No","No phone service","DSL","No","No","Month-to-month",NA,30.2,469.65,6.04,"No"
"Male","Yes",21,"Yes","No","No","No internet service","No internet service","One year",NA,70.3,350.1,14.05,"No"
"Male","No",72,"Yes",NA,"No","No internet service","No internet service",NA,NA,24.8,1874.3,4.96,"No"
"Female","No",1,NA,"No","No","No internet service","No internet service","Month-to-month","Mailed check",19.15,19.15,3.83,"No"
"Male","Yes",40,"Yes","Yes","DSL","Yes","Yes","Month-to-month","Electronic check",74.55,3015.75,14.91,"No"
"Male","No",31,"Yes","No","Fiber optic","Yes","Yes",NA,"Electronic check",70.3,3143.65,14.05,"No"
"Male","No",44,"Yes",NA,"No","No internet service","No internet service","One year","Credit card (automatic)",70.3,510.8,14.05,"No"
"Female","No",6,"No","No phone service","DSL","Yes","Yes","Month-to-month",NA,45,298.7,9,"No"
"Female","No",39,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",20.15,826,4.03,"No"
"Female","No",19,"Yes","Yes","DSL","No","No","Month-to-month","Mailed check",56.1,1033.9,11.22,"No"
"Male","Yes",4,"Yes","No","No","No internet service","No internet service","Month-to-month",NA,18.85,84.2,3.77,"No"
"Female","No",1,"Yes","No",NA,"No","Yes","Month-to-month","Electronic check",55,55,11,"Yes"
"Male","Yes",12,"Yes","No","No","No internet service","No internet service","Month-to-month",NA,20.15,341.35,4.03,"No"
"Male","No",9,"Yes","No","No","No internet service","No internet service",NA,NA,20.25,178.5,4.05,"Yes"
"Female","No",4,"Yes","No","No","No internet service","No internet service","Month-to-month","Credit card (automatic)",20.45,82.85,4.09,"No"
"Male","No",16,"Yes","No",NA,"No","No","Month-to-month","Credit card (automatic)",74.55,1170.5,2,"No"
"Male","Yes",42,"No","No phone service","DSL","No","Yes","One year","Credit card (automatic)",45.1,2049.05,9.02,"No"
"Male","No",3,"Yes",NA,"DSL","Yes",NA,"Month-to-month","Electronic check",77.4,206.15,15.48,"No"
"Male","No",16,"Yes","No","Fiber optic","No","No",NA,"Bank transfer (automatic)",71.8,1167.8,14.36,"Yes"
"Female","No",2,NA,"No","No","No internet service","No internet service","Month-to-month","Mailed check",20.35,45.3,4.07,"No"
"Female","No",71,"Yes","No","DSL","Yes","Yes","One year","Bank transfer (automatic)",84.8,6046.1,16.96,"No"
"Male","No",22,NA,"No","No","No internet service","No internet service","One year","Credit card (automatic)",20.3,467.15,4.06,"No"
"Female","No",20,"Yes","No","No","No internet service","No internet service",NA,"Mailed check",19.5,403.15,3.9,"No"
"Female","Yes",18,"Yes","Yes","DSL","No","No","Month-to-month","Mailed check",57.65,992.7,11.53,"No"
"Male","Yes",58,"Yes",NA,"Fiber optic","No","Yes","Two year",NA,70.3,5563.65,14.05,"No"
"Male","No",72,"Yes","Yes","DSL","Yes","Yes","Two year","Bank transfer (automatic)",89.05,6254.45,17.81,NA
"Female","No",12,"Yes","No","DSL","No","No","Month-to-month","Electronic check",51.25,612.1,10.25,NA
"Male","No",29,"Yes","No","No","No internet service","No internet service",NA,"Mailed check",19.8,572.2,3.96,"No"
"Female","No",25,"Yes","No","Fiber optic","No","Yes","Month-to-month",NA,88.4,2191.15,17.68,"No"
"Male","No",67,"Yes","No","Fiber optic","Yes","Yes",NA,"Electronic check",105.05,7171.7,21.01,"No"
"Female","Yes",38,"Yes",NA,"DSL","Yes","Yes","One year",NA,80.3,3058.65,16.06,"Yes"
"Male","No",63,"Yes","Yes","DSL","No","Yes","Two year","Bank transfer (automatic)",71.9,4479.2,14.38,"No"
"Female","Yes",35,"Yes",NA,"No","No internet service","No internet service","One year","Credit card (automatic)",70.3,644.5,14.05,"No"
"Male","No",60,"Yes","No","Fiber optic","Yes","Yes","One year","Electronic check",94.4,5610.25,18.88,"Yes"
"Male","No",2,"No","No phone service","DSL","No","No","Month-to-month","Mailed check",70.3,38.45,14.05,"No"
"Male","Yes",22,NA,NA,"No","No internet service","No internet service","Month-to-month","Credit card (automatic)",20.15,432.5,4.03,"No"
"Female","Yes",21,NA,"No","Fiber optic",NA,"Yes","Month-to-month","Bank transfer (automatic)",99.15,1415.425,19.83,"No"
"Female","Yes",38,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",20.45,781.25,4.09,"No"
"Male","No",54,"Yes","No","No","No internet service","No internet service","Two year",NA,19.65,1008.7,3.93,"No"
"Male","Yes",38,"Yes","Yes","No","No internet service","No internet service",NA,"Credit card (automatic)",25.05,963.95,5.01,"No"
"Male","No",64,NA,"No","DSL","No","No","Two year","Credit card (automatic)",53.3,2296.25,10.66,"No"
"Female","No",26,"Yes","No","DSL","Yes","Yes",NA,"Bank transfer (automatic)",75,1908.35,15,"No"
"Male","No",71,"Yes","Yes","DSL","No","Yes","Two year","Bank transfer (automatic)",80.6,5708.2,16.12,NA
"Female","No",71,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",20.9,1493.2,4.18,"No"
"Male","No",44,"Yes","Yes","Fiber optic","Yes","No","One year","Bank transfer (automatic)",95,6602.9,19,"No"
"Male","Yes",29,"Yes","No","No","No internet service","No internet service",NA,"Mailed check",18.95,613.95,3.79,"No"
"Male","No",61,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Credit card (automatic)",111.6,6876.05,22.32,"Yes"
"Male","No",72,"Yes","Yes","No","No internet service","No internet service",NA,"Bank transfer (automatic)",70.3,1777.6,14.05,"No"
"Female","Yes",38,"Yes","Yes","Fiber optic","No",NA,NA,"Mailed check",81.85,3141.7,16.37,"No"
"Male","Yes",67,"Yes","Yes",NA,"Yes","Yes","One year","Electronic check",105.4,6989.45,21.08,"No"
"Female","No",53,"Yes","Yes","Fiber optic","Yes","Yes","One year","Credit card (automatic)",95.85,5016.25,19.17,NA
"Female","No",2,"Yes","No",NA,"Yes",NA,"Month-to-month","Mailed check",79.65,152.7,15.93,"Yes"
"Male","No",55,"Yes",NA,"Fiber optic","No",NA,"Month-to-month","Electronic check",73.1,4144.9,14.62,"No"
"Male","No",18,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",80.65,1451.9,16.13,"Yes"
"Female","No",71,"Yes","Yes","No","No internet service","No internet service","Two year","Credit card (automatic)",24.25,1415.425,4.85,"No"
"Female","Yes",2,"Yes","No","Fiber optic",NA,"No","Month-to-month","Electronic check",71.65,135.75,14.33,"No"
"Male","No",17,NA,"No","Fiber optic","No","No",NA,NA,70.4,1214.05,14.08,"Yes"
"Female","No",53,"Yes","Yes","Fiber optic","Yes","Yes","Two year","Electronic check",105.55,5682.25,21.11,"No"
"Male","No",10,"Yes","No","Fiber optic","Yes","Yes","Month-to-month","Electronic check",99.85,990.9,19.97,"Yes"
"Female","No",50,"Yes","Yes","Fiber optic","Yes","Yes","One year","Electronic check",106.8,5347.95,21.36,"No"
"Female","No",1,"Yes","No","DSL",NA,"No","Month-to-month","Bank transfer (automatic)",70.3,49.55,14.05,"No"
"Female","Yes",8,"Yes",NA,"DSL","No","No","Month-to-month","Bank transfer (automatic)",56.3,401.5,11.26,"No"
"Female","No",55,"Yes","Yes","DSL","No",NA,"Month-to-month","Bank transfer (automatic)",51.65,1415.425,10.33,"No"
"Female","No",29,"No","No phone service","DSL",NA,"No","Month-to-month","Electronic check",31.2,926.2,6.24,"No"
"Male","No",12,"Yes","No","Fiber optic","Yes",NA,"Month-to-month","Electronic check",79.95,1415.425,15.99,"Yes"
"Male","Yes",36,"Yes","No","Fiber optic","Yes","Yes","Month-to-month","Electronic check",94.7,3512.5,18.94,"No"
"Female","Yes",72,"Yes","No","DSL","No","Yes","Two year","Electronic check",70.3,5237.4,14.05,"No"
"Male","No",16,NA,"No","Fiber optic","No","Yes","Month-to-month","Electronic check",86.25,1340.1,17.25,"No"
"Male","Yes",8,"Yes","No","No","No internet service","No internet service","Two year","Credit card (automatic)",70.3,125,14.05,"No"
"Male","Yes",28,"Yes","Yes","Fiber optic","Yes","Yes",NA,"Electronic check",106.1,2847.4,21.22,NA
"Male","Yes",8,"Yes","No","No","No internet service","No internet service","Two year",NA,19.7,1415.425,3.94,"No"
"Male","No",1,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",69.1,69.1,13.82,"Yes"
"Female","Yes",48,NA,"No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",20.2,1027.25,4.04,"No"
"Male","No",14,"Yes","No","No","No internet service","No internet service","One year",NA,20.4,1415.425,4.08,"No"
"Female","No",35,"No","No phone service","DSL","Yes","No","Month-to-month","Electronic check",70.3,1434.6,14.05,"No"
"Male","Yes",64,"Yes","Yes","DSL","Yes","Yes","Two year","Bank transfer (automatic)",86.85,6263.8,17.37,NA
"Male","No",1,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",20,20,4,"No"
"Female","No",4,"Yes","No","DSL","No","No","Month-to-month","Mailed check",46,193.6,9.2,"Yes"
"Female","No",62,"Yes","No","Fiber optic","Yes","Yes","One year","Electronic check",104.3,1415.425,20.86,"No"
"Female","Yes",1,NA,"No","No","No internet service","No internet service","Month-to-month","Credit card (automatic)",19.8,19.8,3.96,"No"
"Male","No",9,"Yes","Yes","Fiber optic","Yes","No",NA,"Electronic check",70.3,791.7,14.05,"No"
"Male","No",2,"Yes",NA,"No","No internet service","No internet service",NA,"Mailed check",19.85,51.6,3.97,"No"
"Female","Yes",12,"Yes","No","DSL","Yes","Yes","Month-to-month","Mailed check",72.9,1415.425,14.58,"Yes"
"Male","Yes",72,"Yes","Yes","DSL","No","No","Two year","Bank transfer (automatic)",55.3,3983.6,11.06,NA
"Female","No",54,NA,"No","DSL","Yes","Yes","Two year","Electronic check",80.6,1415.425,16.12,"No"
"Female","Yes",11,"Yes","Yes","No","No internet service","No internet service","Two year","Mailed check",25,300.7,5,"No"
"Male","No",72,"Yes",NA,"No","No internet service","No internet service","Two year","Credit card (automatic)",70.3,1304.8,14.05,"No"
"Female","No",18,"Yes","No","No","No internet service","No internet service","One year","Bank transfer (automatic)",20.35,369.6,4.07,"No"
"Male","No",4,"Yes","No","Fiber optic","No",NA,"Month-to-month",NA,73.9,280.85,14.78,"Yes"
"Female","Yes",24,"Yes","No","Fiber optic","Yes","Yes","Two year","Electronic check",70.3,2263.45,14.05,"No"
"Male","Yes",43,"No","No phone service","DSL","No","No","Month-to-month","Credit card (automatic)",29.3,1224.05,5.86,"No"
"Female","No",43,"No","No phone service","DSL","Yes","Yes","Month-to-month",NA,55.55,2342.2,11.11,"Yes"
"Male","No",69,"No","No phone service","DSL","No",NA,NA,"Bank transfer (automatic)",70.3,1415.425,14.05,"No"
"Male","Yes",44,NA,"No","No","No internet service","No internet service",NA,"Bank transfer (automatic)",19.55,819.95,3.91,"No"
"Male","No",64,"Yes",NA,"DSL","Yes","Yes","Two year","Credit card (automatic)",89.3,6388.65,17.86,"No"
"Female","Yes",3,"Yes","No","DSL","Yes","No","Month-to-month","Electronic check",54.2,140.4,10.84,"No"
"Male","No",70,"Yes","Yes","Fiber optic","Yes","No","Two year","Credit card (automatic)",99.35,6944.5,19.87,"No"
"Female","No",6,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",20.95,1415.425,4.19,"No"
"Female","No",64,NA,"No","Fiber optic","Yes",NA,"One year","Mailed check",96.9,6314.35,19.38,"No"
"Female","Yes",17,"Yes","Yes","No","No internet service","No internet service","Month-to-month",NA,24.1,409.9,4.82,"Yes"
"Female","Yes",13,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",19.55,265.3,3.91,"No"
"Female","No",44,"Yes","Yes","Fiber optic","Yes","Yes","One year","Credit card (automatic)",102.85,6976.75,20.57,"No"
"Male","No",18,"Yes","Yes","DSL","No","No","Month-to-month","Mailed check",56.25,969.85,11.25,"No"
"Male","Yes",35,"Yes","No","Fiber optic","Yes","No",NA,"Electronic check",70.3,3030.6,14.05,NA
"Female","Yes",33,"Yes","Yes","DSL","Yes","Yes","One year","Electronic check",79.15,2531.4,15.83,"No"
"Female","No",32,"Yes","No","Fiber optic","No","Yes","Month-to-month","Electronic check",79.5,2665,15.9,"No"
"Female","No",34,"Yes","Yes","Fiber optic","Yes","No","Month-to-month","Electronic check",85.35,2896.6,17.07,"No"
"Female","No",20,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",19.7,406.95,3.94,"No"
"Male","No",22,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Bank transfer (automatic)",101.35,2317.1,20.27,"Yes"
"Female","Yes",51,"No","No phone service","DSL",NA,"No","Two year","Bank transfer (automatic)",34.2,1782,6.84,"No"
"Male","Yes",54,"No","No phone service","DSL","No","Yes","Two year","Credit card (automatic)",46,2424.05,9.2,"No"
"Female","No",4,"No","No phone service","DSL","No","No","Month-to-month",NA,33.65,137.85,6.73,"Yes"
"Male","Yes",30,"Yes","Yes","Fiber optic","Yes",NA,"Month-to-month","Electronic check",94.4,2838.7,18.88,"Yes"
"Female","No",57,"Yes","Yes","Fiber optic","Yes","Yes","One year","Credit card (automatic)",100.75,5985,20.15,"No"
"Female","No",39,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",101.25,1415.425,20.25,"No"
"Female","No",40,"Yes","Yes","Fiber optic","No","No","Month-to-month","Credit card (automatic)",78.85,3126.85,15.77,"No"
"Male","Yes",7,"Yes",NA,"DSL","No","No","Month-to-month","Mailed check",45.75,344.2,9.15,"No"
"Male","No",12,NA,NA,"Fiber optic",NA,"Yes","Month-to-month","Bank transfer (automatic)",103.7,5036.3,20.74,"Yes"
"Male","Yes",12,"Yes","No","No","No internet service","No internet service","Month-to-month","Electronic check",21.15,306.05,4.23,NA
"Female","No",10,"Yes","Yes","No","No internet service","No internet service","Month-to-month","Mailed check",24.5,270.15,4.9,"No"
"Female","No",3,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",70.3,212.4,14.05,"No"
"Female","No",2,"Yes",NA,"Fiber optic","No",NA,"Month-to-month","Electronic check",85.7,169.8,17.14,"Yes"
"Male","Yes",59,"Yes",NA,"No","No internet service","No internet service","Two year","Mailed check",19.85,1188.25,3.97,"No"
"Male","No",62,"No","No phone service","DSL","No","No","Two year","Bank transfer (automatic)",43.7,2618.3,8.74,"No"
"Female","Yes",55,"Yes","Yes","DSL","Yes","Yes","Two year","Bank transfer (automatic)",85.1,4657.95,17.02,"No"
"Female","No",52,"Yes","No",NA,"Yes","No","One year","Mailed check",64.3,3410.6,12.86,NA
"Male","Yes",46,"Yes","No","Fiber optic","No","Yes",NA,"Bank transfer (automatic)",90.95,4236.6,18.19,"No"
"Male","No",52,"Yes","Yes","DSL","Yes","Yes","Two year","Credit card (automatic)",79.75,4217.8,15.95,"No"
"Female","No",12,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",19.05,157.65,3.81,"No"
"Male","Yes",21,"Yes","No","DSL","No","No","Month-to-month","Mailed check",45.65,985.05,9.13,"No"
"Female","Yes",71,"Yes","No","DSL","Yes","No",NA,"Credit card (automatic)",76.9,5522.7,15.38,"No"
"Female","Yes",37,"Yes","No","No","No internet service","No internet service","Month-to-month","Electronic check",19.35,683.75,3.87,"No"
"Male","No",2,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",76.5,162.45,15.3,"Yes"
"Male","No",35,"Yes","Yes",NA,"No","No","One year",NA,81.6,2815.25,16.32,NA
"Female","No",20,"Yes","No","No","No internet service","No internet service","Month-to-month","Bank transfer (automatic)",19.25,375.25,3.85,"No"
"Female","Yes",71,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",19.85,1326.35,3.97,"No"
"Female","No",9,"Yes","No","DSL","Yes","No","Month-to-month","Bank transfer (automatic)",70.3,530.05,14.05,"No"
"Male","Yes",66,"Yes","Yes",NA,"Yes","Yes","One year","Electronic check",70.3,7862.25,14.05,"No"
"Male","No",18,"No","No phone service","DSL","No","No","One year",NA,40.2,711.95,8.04,"No"
"Female","No",1,"Yes",NA,"Fiber optic","Yes","No","Month-to-month","Electronic check",79.65,79.65,15.93,"Yes"
"Male","No",38,"Yes","Yes","DSL","Yes","Yes","Two year","Bank transfer (automatic)",85.4,3297,17.08,"No"
"Female","No",1,NA,"No","Fiber optic","Yes","No","Month-to-month",NA,85.55,85.55,17.11,NA
"Female","No",12,"Yes","No","Fiber optic","Yes","No","Month-to-month","Electronic check",84.95,668.4,16.99,"Yes"
"Male","No",49,"Yes","Yes","Fiber optic","No","Yes","Month-to-month","Credit card (automatic)",90.05,4547.25,18.01,"Yes"
"Female","Yes",72,"Yes","No","No","No internet service","No internet service","Two year","Credit card (automatic)",19.7,1379.8,3.94,"No"
"Female","No",69,"Yes",NA,"DSL","No","No","Two year",NA,66.9,4577.9,13.38,"No"
"Female","Yes",26,"Yes","Yes","DSL","No",NA,"Month-to-month","Electronic check",60.05,1616.15,12.01,"Yes"
"Female","No",13,"No","No phone service","DSL","No","No","Two year","Mailed check",35.4,450.4,7.08,"No"
"Female","No",47,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",106.4,5127.95,21.28,"Yes"
"Male","No",12,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",70.3,1183.05,14.05,"No"
"Male","Yes",70,"Yes","Yes","No","No internet service","No internet service","Two year","Mailed check",70.3,1715.15,14.05,"No"
