"gender","Dependents","tenure","PhoneService","InternetService","StreamingTV","Contract","PaymentMethod","MonthlyCharges","Churn"
"Female","No",72,"Yes","DSL","Yes","Two year","Electronic check",97.85,"No"
"Female","No",13,"No","DSL","Yes","Month-to-month","Electronic check",49.15,"No"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",19.65,"Yes"
"Female","No",2,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",18.75,"No"
"Female","Yes",45,"Yes","No","No internet service","Two year","Credit card (automatic)",24.65,"No"
"Male","Yes",35,"Yes","No","No internet service","One year","Bank transfer (automatic)",20.05,"No"
"Male","No",66,"No","DSL","No","Two year","Mailed check",47.4,"No"
"Female","No",2,"Yes","DSL","No","Month-to-month","Electronic check",44.9,"No"
"Female","Yes",19,"Yes","Fiber optic","No","Month-to-month","Electronic check",89.35,"No"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",19.55,"Yes"
"Male","No",23,"Yes","DSL","Yes","One year","Credit card (automatic)",99.95,"No"
"Male","No",8,"Yes","DSL","Yes","Month-to-month","Electronic check",59.25,"No"
"Female","Yes",64,"Yes","DSL","Yes","Two year","Electronic check",84.75,"No"
"Female","Yes",56,"Yes","DSL","Yes","Month-to-month","Credit card (automatic)",70.3,"No"
"Male","Yes",71,"Yes","DSL","Yes","Month-to-month","Mailed check",91.25,"No"
"Male","Yes",3,"Yes","No","No internet service","Two year","Mailed check",70.3,"No"
"Male","No",12,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"Yes"
"Male","No",1,"Yes","Fiber optic","No","Month-to-month","Electronic check",69.8,"Yes"
"Female","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",74.65,"Yes"
"Male","No",36,"Yes","Fiber optic","No","Two year","Credit card (automatic)",106.05,"No"
"Female","No",9,"Yes","Fiber optic","No","Month-to-month","Electronic check",84.45,"Yes"
"Female","Yes",48,"No","DSL","Yes","Month-to-month","Electronic check",44.8,"No"
"Male","No",24,"Yes","DSL","Yes","One year","Bank transfer (automatic)",70.3,"No"
"Female","No",1,"Yes","Fiber optic","No","Month-to-month","Mailed check",74.45,"Yes"
"Male","No",1,"Yes","DSL","No","Month-to-month","Electronic check",45.2,"No"
"Female","No",24,"Yes","No","No internet service","Two year","Bank transfer (automatic)",70.3,"No"
"Male","No",2,"No","DSL","No","Month-to-month","Electronic check",29.85,"Yes"
"Female","Yes",12,"Yes","Fiber optic","No","Month-to-month","Electronic check",88.75,"No"
"Male","No",18,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",75.9,"No"
"Female","No",12,"Yes","No","No internet service","Month-to-month","Mailed check",19.05,"No"
"Female","Yes",47,"Yes","No","No internet service","Two year","Bank transfer (automatic)",21.3,"No"
"Male","No",12,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",85.65,"No"
"Male","No",71,"No","DSL","Yes","Month-to-month","Electronic check",52.3,"No"
"Female","No",44,"Yes","DSL","No","One year","Bank transfer (automatic)",54.95,"No"
"Female","No",3,"Yes","Fiber optic","No","Month-to-month","Electronic check",84.3,"No"
"Male","No",46,"Yes","No","No internet service","Two year","Electronic check",19.95,"No"
"Male","No",23,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",90.6,"Yes"
"Female","No",7,"Yes","Fiber optic","No","Month-to-month","Mailed check",79.65,"Yes"
"Female","No",70,"No","DSL","Yes","Two year","Electronic check",57.8,"No"
"Male","Yes",31,"No","DSL","Yes","One year","Electronic check",50.05,"No"
"Male","No",66,"Yes","DSL","Yes","Two year","Electronic check",91.7,"No"
"Male","No",56,"Yes","DSL","No","One year","Mailed check",52.7,"No"
"Female","No",36,"No","DSL","No","Two year","Bank transfer (automatic)",31.05,"No"
"Male","Yes",39,"Yes","No","No internet service","Two year","Mailed check",23.8,"No"
"Male","No",64,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",115.05,"No"
"Male","No",2,"Yes","DSL","No","Month-to-month","Electronic check",62.05,"Yes"
"Female","No",1,"Yes","DSL","No","Month-to-month","Mailed check",43.95,"Yes"
"Female","No",68,"No","DSL","No","Two year","Electronic check",70.3,"No"
"Female","No",67,"Yes","DSL","No","One year","Bank transfer (automatic)",72.35,"No"
"Female","No",57,"Yes","DSL","Yes","Month-to-month","Electronic check",99.65,"No"
"Male","Yes",12,"Yes","No","No internet service","Month-to-month","Mailed check",20.5,"No"
"Male","Yes",53,"Yes","DSL","Yes","Month-to-month","Electronic check",65,"No"
"Female","No",25,"Yes","No","No internet service","One year","Mailed check",26.8,"No"
"Male","No",29,"Yes","DSL","Yes","Month-to-month","Electronic check",65.4,"No"
"Male","No",12,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"No"
"Female","No",29,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",20.3,"No"
"Male","No",4,"Yes","No","No internet service","Month-to-month","Electronic check",19.65,"No"
"Male","No",17,"No","DSL","No","Month-to-month","Mailed check",25.65,"No"
"Male","No",1,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",70.3,"Yes"
"Female","No",51,"Yes","Fiber optic","Yes","One year","Electronic check",87.55,"No"
"Male","No",17,"No","DSL","Yes","One year","Electronic check",54.6,"No"
"Female","Yes",45,"Yes","No","No internet service","Month-to-month","Credit card (automatic)",25.9,"No"
"Female","Yes",61,"No","DSL","Yes","Two year","Bank transfer (automatic)",61.45,"No"
"Female","No",64,"Yes","No","No internet service","Two year","Bank transfer (automatic)",20.05,"No"
"Female","Yes",72,"Yes","Fiber optic","Yes","One year","Credit card (automatic)",103.2,"No"
"Female","No",12,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",94.45,"No"
"Female","Yes",59,"Yes","DSL","Yes","Month-to-month","Electronic check",76.45,"No"
"Female","No",18,"Yes","DSL","Yes","Month-to-month","Bank transfer (automatic)",99.75,"Yes"
"Male","No",65,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",70.3,"No"
"Male","No",34,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",105.1,"No"
"Female","Yes",22,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",85.35,"No"
"Female","No",52,"Yes","DSL","No","Month-to-month","Electronic check",70.3,"Yes"
"Female","No",44,"Yes","No","No internet service","One year","Electronic check",19.2,"No"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Electronic check",19.95,"Yes"
"Female","No",46,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",44.95,"No"
"Male","No",67,"Yes","DSL","No","Two year","Bank transfer (automatic)",64.55,"No"
"Male","No",51,"Yes","No","No internet service","One year","Electronic check",19.1,"No"
"Female","No",31,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.3,"No"
"Female","Yes",6,"Yes","Fiber optic","No","Month-to-month","Electronic check",80.5,"Yes"
"Female","No",4,"Yes","Fiber optic","No","Month-to-month","Electronic check",84.6,"Yes"
"Male","No",6,"No","DSL","Yes","Month-to-month","Credit card (automatic)",30.5,"Yes"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Mailed check",20.9,"Yes"
"Male","No",19,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",86,"Yes"
"Female","No",44,"Yes","DSL","Yes","One year","Mailed check",74.3,"Yes"
"Female","No",32,"Yes","DSL","Yes","Month-to-month","Credit card (automatic)",85.95,"Yes"
"Female","Yes",64,"Yes","Fiber optic","Yes","Two year","Credit card (automatic)",70.3,"No"
"Male","Yes",6,"Yes","DSL","Yes","Month-to-month","Mailed check",55.3,"Yes"
"Male","Yes",9,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",101.5,"No"
"Male","No",12,"Yes","No","No internet service","Month-to-month","Electronic check",20,"No"
"Female","No",27,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",101.25,"Yes"
"Female","Yes",71,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",100.5,"No"
"Male","Yes",68,"No","DSL","Yes","One year","Mailed check",44.8,"No"
"Female","No",4,"Yes","No","No internet service","Month-to-month","Mailed check",20.05,"No"
"Male","Yes",60,"Yes","Fiber optic","No","Month-to-month","Electronic check",93.25,"No"
"Male","Yes",1,"Yes","No","Yes","Month-to-month","Bank transfer (automatic)",19.95,"Yes"
"Female","No",41,"Yes","DSL","No","One year","Electronic check",68.6,"No"
"Male","Yes",63,"Yes","No","No internet service","Two year","Mailed check",25.25,"No"
"Male","No",12,"Yes","No","No internet service","Month-to-month","Mailed check",70.3,"No"
"Male","Yes",46,"Yes","No","No internet service","Two year","Credit card (automatic)",19.95,"No"
"Male","No",2,"Yes","DSL","No","Month-to-month","Mailed check",49.95,"No"
"Female","No",9,"No","DSL","No","Month-to-month","Electronic check",70.3,"Yes"
"Male","No",32,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",54.65,"No"
"Male","No",4,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",74.8,"Yes"
"Female","Yes",17,"Yes","DSL","No","One year","Mailed check",61.95,"No"
"Male","No",61,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",106.2,"No"
"Female","No",19,"Yes","DSL","Yes","Month-to-month","Electronic check",96.8,"No"
"Female","No",13,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",89.4,"Yes"
"Male","No",71,"Yes","No","No internet service","Two year","Electronic check",25.55,"No"
"Female","Yes",14,"Yes","DSL","No","Two year","Bank transfer (automatic)",61.4,"No"
"Male","No",32,"Yes","Fiber optic","No","Month-to-month","Electronic check",85,"Yes"
"Male","No",43,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",103,"Yes"
"Female","No",10,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",98.5,"Yes"
"Female","Yes",72,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",115.8,"No"
"Male","Yes",71,"Yes","Fiber optic","Yes","Two year","Electronic check",84.8,"No"
"Female","No",16,"Yes","Fiber optic","No","Month-to-month","Electronic check",88.45,"Yes"
"Female","No",38,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"Yes"
"Female","No",17,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",82.65,"No"
"Male","No",66,"Yes","No","No internet service","Two year","Bank transfer (automatic)",19.35,"No"
"Female","Yes",18,"Yes","DSL","No","One year","Mailed check",70.3,"No"
"Female","No",19,"No","DSL","Yes","One year","Credit card (automatic)",44.85,"Yes"
"Female","No",53,"Yes","Fiber optic","No","One year","Electronic check",91.15,"No"
"Male","No",59,"Yes","DSL","No","Month-to-month","Mailed check",69.1,"No"
"Male","No",19,"Yes","DSL","Yes","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Female","Yes",22,"No","DSL","Yes","One year","Credit card (automatic)",49.45,"No"
"Male","No",44,"Yes","No","No internet service","One year","Bank transfer (automatic)",19.8,"No"
"Male","Yes",29,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",20,"No"
"Male","No",64,"Yes","DSL","No","Two year","Electronic check",58.6,"No"
"Female","No",1,"Yes","No","No internet service","Month-to-month","Electronic check",70.3,"Yes"
"Female","Yes",6,"Yes","No","No internet service","Month-to-month","Mailed check",19.85,"No"
"Female","No",46,"Yes","DSL","Yes","One year","Electronic check",101.1,"No"
"Male","Yes",12,"Yes","Fiber optic","No","Month-to-month","Electronic check",79.5,"Yes"
"Male","Yes",72,"Yes","DSL","Yes","Two year","Credit card (automatic)",84.3,"No"
"Female","Yes",72,"Yes","DSL","No","Two year","Electronic check",66.85,"No"
"Female","No",12,"Yes","DSL","No","Month-to-month","Electronic check",55,"No"
"Male","No",49,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",98.7,"No"
"Male","Yes",50,"Yes","DSL","Yes","One year","Electronic check",70.3,"No"
"Female","No",35,"Yes","No","No internet service","Two year","Credit card (automatic)",19.7,"No"
"Male","No",51,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",83.4,"No"
"Female","No",31,"Yes","Fiber optic","No","Month-to-month","Electronic check",73.9,"Yes"
"Female","No",38,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"No"
"Male","No",12,"Yes","Fiber optic","No","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Female","No",41,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",98.05,"No"
"Female","No",2,"No","DSL","No","Month-to-month","Electronic check",34.7,"Yes"
"Female","No",38,"Yes","DSL","No","Month-to-month","Credit card (automatic)",57.15,"Yes"
"Female","Yes",34,"Yes","Fiber optic","Yes","Month-to-month","Mailed check",109.8,"Yes"
"Male","Yes",53,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",92.55,"No"
"Female","No",20,"Yes","No","No internet service","One year","Credit card (automatic)",70.3,"No"
"Male","No",16,"Yes","Fiber optic","No","Month-to-month","Electronic check",91.55,"No"
"Male","No",34,"Yes","DSL","Yes","One year","Credit card (automatic)",70.3,"No"
"Male","Yes",18,"Yes","No","No internet service","Two year","Credit card (automatic)",24.65,"No"
"Female","No",34,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",96.35,"No"
"Male","No",65,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",91.85,"Yes"
"Female","Yes",28,"Yes","DSL","Yes","Month-to-month","Mailed check",49.9,"No"
"Male","No",55,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",103.65,"No"
"Male","No",71,"Yes","No","No internet service","Two year","Electronic check",24.5,"No"
"Male","No",71,"Yes","Fiber optic","Yes","Two year","Electronic check",99,"No"
"Male","Yes",12,"Yes","DSL","No","Month-to-month","Electronic check",55.3,"No"
"Female","Yes",12,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",61.4,"No"
"Female","No",51,"Yes","No","No internet service","One year","Bank transfer (automatic)",19.85,"No"
"Male","No",12,"Yes","Fiber optic","Yes","Month-to-month","Credit card (automatic)",73.3,"No"
"Male","Yes",7,"No","DSL","Yes","Month-to-month","Mailed check",58.85,"No"
"Male","Yes",12,"Yes","DSL","No","Month-to-month","Mailed check",55.7,"No"
"Male","No",55,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"Yes"
"Female","No",20,"Yes","Fiber optic","No","Month-to-month","Electronic check",94.1,"Yes"
"Female","No",60,"No","DSL","Yes","Two year","Credit card (automatic)",60.8,"No"
"Female","No",12,"Yes","DSL","Yes","One year","Mailed check",75.85,"No"
"Male","Yes",18,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Male","No",25,"Yes","Fiber optic","Yes","Month-to-month","Bank transfer (automatic)",94.7,"Yes"
"Male","No",16,"No","DSL","Yes","Two year","Mailed check",54.85,"No"
"Male","No",53,"Yes","DSL","No","One year","Electronic check",61.1,"No"
"Male","Yes",62,"Yes","No","No internet service","Month-to-month","Mailed check",24.4,"No"
"Female","No",19,"Yes","No","No internet service","Two year","Mailed check",25.6,"No"
"Male","Yes",41,"Yes","Fiber optic","Yes","Two year","Electronic check",111.15,"No"
"Female","No",1,"Yes","DSL","No","Month-to-month","Bank transfer (automatic)",44.9,"Yes"
"Male","No",56,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",101.05,"No"
"Male","Yes",32,"Yes","No","No internet service","Two year","Mailed check",20.5,"No"
"Male","No",1,"Yes","No","No internet service","Month-to-month","Electronic check",19.95,"No"
"Female","No",10,"No","DSL","No","Two year","Mailed check",29.6,"No"
"Male","No",19,"Yes","Fiber optic","No","Month-to-month","Credit card (automatic)",88.8,"No"
"Female","No",4,"Yes","DSL","No","Month-to-month","Credit card (automatic)",50.7,"Yes"
"Male","No",40,"Yes","Fiber optic","Yes","One year","Electronic check",70.3,"No"
"Female","No",3,"Yes","DSL","Yes","Month-to-month","Mailed check",83.9,"Yes"
"Female","Yes",65,"Yes","No","No internet service","One year","Bank transfer (automatic)",103.9,"No"
"Male","No",3,"Yes","Fiber optic","No","Month-to-month","Electronic check",90.4,"No"
"Male","Yes",37,"Yes","No","No internet service","Month-to-month","Bank transfer (automatic)",70.3,"No"
"Male","Yes",32,"No","DSL","Yes","Month-to-month","Credit card (automatic)",70.3,"No"
"Female","Yes",69,"Yes","Fiber optic","No","One year","Bank transfer (automatic)",84.45,"No"
"Female","No",12,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",70.3,"Yes"
"Male","Yes",67,"Yes","DSL","No","One year","Credit card (automatic)",70.3,"No"
"Female","Yes",26,"No","DSL","No","Month-to-month","Credit card (automatic)",38.85,"No"
"Female","No",32,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",90.95,"No"
"Female","Yes",70,"Yes","Fiber optic","Yes","Two year","Bank transfer (automatic)",114.2,"Yes"
"Female","No",72,"Yes","No","No internet service","Two year","Bank transfer (automatic)",24.45,"No"
"Female","Yes",51,"Yes","DSL","Yes","Two year","Electronic check",85.5,"No"
"Male","Yes",9,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",95.5,"Yes"
"Female","No",62,"Yes","DSL","Yes","One year","Credit card (automatic)",115.05,"No"
"Female","No",29,"Yes","DSL","Yes","Month-to-month","Mailed check",89.85,"No"
"Male","No",8,"Yes","DSL","No","Month-to-month","Credit card (automatic)",64.4,"No"
"Female","Yes",71,"No","DSL","Yes","Two year","Mailed check",70.3,"No"
"Male","No",9,"Yes","Fiber optic","No","Month-to-month","Electronic check",70.5,"No"
"Female","No",47,"Yes","DSL","No","One year","Mailed check",58.9,"No"
"Male","No",9,"Yes","DSL","No","Month-to-month","Mailed check",44.95,"Yes"
"Male","Yes",37,"Yes","No","No internet service","One year","Credit card (automatic)",19.8,"No"
"Female","No",67,"Yes","DSL","Yes","Two year","Mailed check",85.25,"No"
"Female","No",18,"Yes","DSL","No","Month-to-month","Electronic check",70.3,"No"
"Female","No",62,"Yes","DSL","No","Two year","Mailed check",65.1,"No"
"Male","No",5,"Yes","DSL","No","Month-to-month","Electronic check",50.35,"Yes"
"Female","No",49,"No","DSL","Yes","One year","Credit card (automatic)",56.3,"No"
"Female","No",13,"Yes","Fiber optic","Yes","Month-to-month","Electronic check",95.05,"Yes"
